DESTINATION_AIRPORT,MEAN_ARRIVAL_DELAY_PREDICT,RMSE
ABE,3.6757772842809655,15.392210570830807
ABI,1.117640857100722,17.915770792074838
ABQ,4.478833159368702,7.857112830865779
ABR,-0.19803912173098184,20.982907559009604
ABY,11.789881520064556,26.851067418263703
ACT,0.5527642569557113,17.45180904454929
ACV,11.10182478381328,21.589628518069052
ACY,4.2534243200630675,16.392999658904817
ADK,-3.7016520894071925,25.88481543079142
AEX,4.957069099356139,14.044069030655558
AGS,4.6998530306224575,16.271672659876835
ALB,0.6094072274709601,11.117293209432507
ALO,0.1290588832855635,33.41413600122614
AMA,3.7275294230263576,11.587917842761215
ANC,-1.3188044808037849,9.79248787500237
APN,-1.113959312031679,39.35291852455194
ASE,19.063996177657717,30.638756212069765
ATL,1.7901334595447398,14.136215795911179
ATW,2.5616165892488274,14.96159021641514
AUS,6.249011615436366,15.004466500179863
AVL,9.255206592398379,25.667123196258256
AVP,2.4180295171220716,18.22106814210214
AZO,-4.557246503227574,14.671021315238216
BDL,1.9782134576408643,8.066025552661063
BET,5.3763171452260785,20.557301309308414
BFL,1.2070221004193789,13.619293840568327
BHM,3.3529181317246928,10.286012398243741
BIL,-0.29173793213275695,12.151881025320177
BIS,-2.2366495755544737,10.109142130065424
BJI,-4.116279069767442,38.5959185730791
BLI,-6.934508919082421,20.38608889663202
BMI,-0.998124169025262,15.905860706426799
BNA,1.8146421774880854,7.574520508832933
BOI,4.587479962122212,7.743497688653166
BOS,1.6473681907206743,11.891528492002433
BPT,12.163967254826566,33.082263264545475
BQK,8.66985834207765,22.76957438992341
BQN,10.882679738562091,19.57916772330281
BRD,-12.322071083808687,36.5367152545044
BRO,-1.238777961295923,14.770902103128288
BRW,-0.8371208197372283,19.57541071378337
BTM,3.8534402680556012,30.821061815008022
BTR,6.109522124945723,13.494579470249969
BTV,4.731303982879469,18.155008270113548
BUF,0.7885751694446186,7.291465326252103
BUR,3.2856066791611274,6.716494493345544
BWI,0.3361985862462704,7.894809217291496
BZN,-0.11199776679094192,18.436681036060296
CAE,8.258076867937387,14.914401795762577
CAK,1.0200585368315327,11.6837080355581
CDC,9.48805479861137,19.82455048209065
CEC,1.988421052631579,29.170088584964194
CHA,6.116168983352776,13.927038559850233
CHO,7.519045160059239,26.3100624093258
CHS,1.5262914355646822,9.321262814552782
CID,1.3688928007151266,13.526149569303664
CIU,-2.4416368895695078,23.150285619892802
CLD,3.6746458798754076,16.61837085668747
CLE,-0.4802815290484417,8.20169603272433
CLL,-3.375628117208829,11.330372265656242
CLT,-0.5127266382511056,5.831348959349041
CMH,0.10818984668141025,8.172482443257572
CMI,-4.771180932410269,18.7564756523278
CMX,0.17061451935684238,24.696822911645437
CNY,-9.86,14.76549012481429
COD,0.8857394244703611,18.384594535891136
COS,7.770213399366498,13.644246287749283
COU,-2.4078275151576563,17.456181448126365
CPR,-4.047840869368536,13.640063819510669
CRP,5.670652706487662,13.21932822868481
CRW,1.3302628762477449,12.900325887043502
CSG,9.797352249387133,26.4446754276992
CVG,1.073731044279829,7.751545190153819
CWA,0.31409954502038595,18.584113345769445
DAB,-0.5155038759689925,22.67522901549843
DAL,3.528217578277869,12.74904796326846
DAY,2.3857453313112296,15.968899642175796
DBQ,-2.2092921577718676,20.73570628657259
DCA,1.5067104660463355,9.417543753568355
DEN,3.133261801848539,12.27043479570062
DFW,1.7236746351580405,12.079831481708197
DHN,5.518551214090287,22.761779394128816
DIK,-10.632911392405063,11.544948878924115
DLH,4.516928216408773,18.925431978068925
DRO,-1.9560656587073708,13.003295202302615
DSM,1.875289527285827,12.399562858659648
DTW,0.30856696246594234,7.174594096261503
DVL,-4.036001466774926,26.713599758500308
EAU,1.425068301459319,19.9229743176148
ECP,-1.285517327020059,12.821885439996947
EGE,2.2469984738123867,22.769984685574414
EKO,13.304060282053644,70.87252675475017
ELM,1.4467432439095687,12.527251132806345
ELP,6.049433157154703,10.149710092175406
ERI,3.603464020455376,28.249834253269032
ESC,-4.510403409310039,22.082371272924213
EUG,6.910227168505322,21.103153279019022
EVV,-2.3866443584006727,13.990906570012188
EWN,3.6286972228494023,29.12469921279477
EWR,5.181025723977336,15.00524424953175
EYW,5.514074303877241,29.34706002842757
FAI,-3.0819938860636538,13.80612611429775
FAR,2.6820505789260793,15.941947617728921
FAT,4.181943311394043,13.490263750490026
FAY,3.0359526667742704,17.916453754725996
FCA,-0.4818560063585759,14.935072786155365
FLG,2.6245371714665335,14.15344091742682
FLL,2.80774201100186,9.088016460527621
FNT,-1.2344115904820607,12.816276375470764
FSD,5.555391001870449,14.07533491105675
FSM,7.661521539340412,23.331886849441357
FWA,2.6512672280687912,16.588322076227318
GCC,-2.7563935376367463,17.569809724888703
GCK,-0.23392255014426244,19.261414459315397
GEG,3.0917872392084127,8.652725838958723
GGG,1.0397047791359604,16.676663825401395
GJT,-1.4987458469486115,11.00595319649394
GNV,2.7197561070493306,12.830905938946016
GPT,1.4754941163771935,16.620267864189806
GRB,1.2973033512933292,14.031972218479838
GRI,-4.744491126529759,35.24882127687372
GRK,0.7916549029701266,13.075124335957762
GRR,2.105663550835847,11.677238679385269
GSO,3.4041903822589363,15.092100434911028
GSP,1.3714406113732482,10.745661892170368
GTF,-0.05164113592877728,13.775782394647258
GTR,0.0900105531888476,21.419401497672343
GUC,11.306069851736172,42.63255466889313
GUM,23.513178294573642,149.77125027907292
HDN,8.751167958510072,32.43497795999044
HIB,2.099879962169898,30.727678504039446
HLN,-0.6243212091435151,15.564928422054773
HNL,-0.9656281950187265,5.722125690659356
HOB,-2.6466648334380896,17.363066218697686
HOU,1.9827354205143248,10.864232388200838
HPN,7.847705619560711,13.348339743933494
HRL,4.637941467180808,11.47758593623144
HSV,1.3139863091504833,13.626726538784018
HYS,1.295829861374138,26.95162090680999
IAD,-1.6504757906198935,7.845295866390048
IAG,1.9125687352710132,40.22273234081913
IAH,3.5818302249103446,14.07473473876065
ICT,2.35290345366605,9.547025819561679
IDA,-0.12191521123985402,11.938118212096576
ILG,22.45,59.09758801853893
ILM,3.693403295059354,17.46996317629775
IMT,-10.173449612403102,24.730257301283327
IND,1.0975946779426897,6.929298433905751
INL,-2.8883608220310326,32.67670527348377
ISN,-1.584390216510182,16.110456577328257
ISP,6.406697253253602,12.856548851367828
ITO,-1.6090713934369103,4.305329459520343
JAC,5.032916736103951,24.357096974520612
JAN,3.457433267959252,11.763340545804938
JAX,2.6784935435118196,8.0142136108208
JFK,3.857678092665175,16.443105049461717
JLN,7.486349848331648,50.338386480704955
JMS,-2.426104113483135,18.326626008960776
JNU,1.7326825960517764,15.876628318541453
KOA,-4.1832375394994505,5.795458696666855
KTN,2.072879042866939,14.359543333775747
LAN,2.4448135503388646,14.850248533520825
LAR,-1.1665639919913762,30.41736477836953
LAS,1.6220198063022884,7.129018796239578
LAW,-1.2522600258051793,14.415323152285799
LAX,3.099000104691243,7.3082414277805885
LBB,8.404770733326982,15.643417511804627
LBE,1.7313910801488925,19.954960547639704
LCH,-1.8460340878262333,12.171830587890877
LEX,1.3578676770453924,13.5719841178293
LFT,2.3933042374861992,9.89857978151811
LGA,3.3595874133799066,18.480550977711303
LGB,5.939914336807339,12.083534236275543
LIH,-2.6945946507504956,6.663138504400177
LIT,3.7715323579235376,9.472532123659215
LNK,8.102659409105929,16.452116001972065
LRD,2.867781277396118,17.204467033364228
LSE,-1.5684573470178744,16.327827734576157
LWS,-4.666493794810205,38.0906739682125
MAF,5.749034775163479,12.507823619551763
MBS,6.932066346329819,17.31151858251219
MCI,1.8229103117532164,7.404470750410425
MCO,0.814582916130116,7.476496098033364
MDT,0.06653633281426964,16.562543969693223
MDW,-0.9252338813813404,10.208867666661183
MEI,8.00468412441225,25.29350257936887
MEM,1.4711230257343453,8.337541413881334
MFE,3.7138142347483196,17.359888383408887
MFR,7.6571185127047805,24.008110025888698
MGM,5.764041064903713,14.68256704783509
MHK,-1.3834495655352772,18.03656822249965
MHT,1.6908375102411477,13.827872416857469
MIA,1.8479426529085607,8.526097641427606
MKE,1.3086724751158383,8.030123492288302
MKG,7.947494605610166,28.761447325514247
MLB,0.4227884176926579,19.487113854899146
MLI,1.3752211388565965,12.596728696402447
MLU,2.3314925694095603,16.05510159058992
MMH,28.001242236024847,100.01194431196504
MOB,4.868464572536726,11.002190564113658
MOT,-0.3818455884968208,13.695457298415091
MQT,-2.4217024160129266,55.9973391591775
MRY,3.119307593906395,13.363007322455724
MSN,-0.1261130865722433,10.654762246244408
MSO,-2.928936722482952,13.460909502770066
MSP,1.1864907392235704,7.822071524475274
MSY,1.1397201291353032,7.917116893939675
MTJ,13.164036552312483,48.40856610287515
MYR,4.449392943946775,12.780391203402507
OAJ,8.917848019228833,21.267345507930838
OAK,3.9125265402912217,6.901963581485199
OGG,-3.235703222046797,7.513917117795034
OKC,3.796672408707262,8.28052778798788
OMA,2.716879565125156,8.009943513709517
OME,7.02555415574245,26.00269948295358
ONT,4.178401012972157,6.745629764431735
ORD,1.1286771266439695,16.352522760153953
ORF,3.59235183062401,10.397505106042354
ORH,3.8502509620210805,19.471287188667876
OTZ,-0.08655960551742518,16.33021926675585
PAH,2.7613984088127292,20.68107199116211
PBG,16.217391304347824,44.64650401823349
PBI,3.046129003333027,12.759728808416707
PDX,-0.03871170350570202,6.035119900819734
PHF,7.2162524969303785,21.405100268975577
PHL,1.2492157714517778,10.948698363193099
PHX,1.6753644507570828,5.63482640394654
PIA,0.824804155359729,10.30317280829041
PIB,-1.9862061103511173,33.54711694442804
PIH,3.432600901286142,18.774966222762
PIT,0.8011464601138102,6.997366206391236
PLN,2.2583873427373238,29.31165552437426
PNS,2.237450435749182,9.842104246941028
PSC,2.8601367198462806,12.988083596363701
PSE,7.835059768706291,19.13347382161805
PSG,3.464185393258428,19.127949096842592
PSP,1.640035091844498,8.603825787398044
PUB,-10.793310265282585,12.18155854398861
PVD,2.591780288237471,10.152418567483505
PWM,3.809056721319158,9.871458455020978
RAP,1.211807379834898,19.345373287958953
RDD,5.480234072189922,23.705179028638003
RDM,2.171918620225001,12.924277549106781
RDU,2.7222658240876303,7.6008213718808255
RHI,-1.9573038381546604,25.171525956713463
RIC,4.050994817486818,10.16423553125579
RKS,-5.82093023255814,20.684532775118438
RNO,4.941595887172647,7.960996150421765
ROA,6.879625931249858,21.04424977358753
ROC,2.404423380326928,11.646962999382607
ROW,4.648580763015527,28.18220957549864
RST,-0.7634640307800132,15.254597188801636
RSW,0.5613959955737322,9.43695046442467
SAF,0.24942202725506407,21.773119110734008
SAN,2.2186900859839405,6.806506698013529
SAT,3.209587219392674,10.128635693508679
SAV,2.042330571675787,10.454584384700178
SBA,1.5815042746141972,12.194459779944166
SBN,6.6935061019874285,21.220100431136466
SBP,3.2181888529786016,16.24366771447523
SCC,-2.0485642358015577,17.132828554919506
SCE,8.3509848167238,26.71242815134358
SDF,2.248472001189249,10.610666439071151
SEA,1.2008791957243445,6.17329373162613
SFO,7.212881106252212,19.908164778382332
SGF,3.080716609321552,11.691412057681235
SGU,7.255766152207129,14.555132629033137
SHV,3.3997990218636556,12.656486222520252
SIT,3.7802824939363675,21.479602221208072
SJC,2.9043623890353203,6.4227113348672376
SJT,-0.9198770399507563,15.596006104658239
SJU,5.531262449621217,8.149807587585306
SLC,0.11996094503827356,5.926938232405899
SMF,3.356874558784879,5.604808569267805
SMX,-0.41225251965165177,31.319765491308274
SNA,0.7415383067203072,5.8918115735987895
SPI,6.542318210611253,20.53593902964859
SPS,1.7589770143407104,25.391814330941905
SRQ,-1.1398222992699734,14.154171348613719
STC,19.444444444444443,54.63687543368483
STL,0.752135169609406,7.269781692681396
STT,5.758126459944962,12.060348994025645
STX,3.757397754611066,13.985939049456082
SUN,-2.200013676148796,14.01724231934041
SUX,-4.759447674418603,24.9429498034901
SWF,7.877906976744186,25.86491358409262
SYR,0.8925516799696136,10.132973466456184
TLH,1.2951037359579396,15.44212498357529
TOL,-8.000828885178828,14.693751887865695
TPA,0.654123682867539,7.056266802461603
TRI,-1.4372353443873027,12.370030889768483
TTN,5.886909348252876,20.460790296968273
TUL,4.891067216547277,11.051396045720722
TUS,3.709166089222924,8.570157136478276
TVC,-0.6544947086504939,16.66454041847913
TWF,6.7781474343949935,19.09998028437322
TXK,6.2741343669250655,19.783060907872642
TYR,0.8595899305964388,16.320604932943677
TYS,6.0177229894821345,13.559350298473992
UST,-16.57179054054054,47.40471178287694
VEL,-13.17045685279188,8.278303613504923
VLD,5.2990997687479355,21.510091165151486
VPS,2.280886474731777,15.569365868233927
WRG,1.3112055187709972,27.39262865100365
XNA,2.822761199999109,9.678899582027698
YUM,0.36731806598303124,10.136770418030716
ADQ,-1.9910602650662668,17.062138794566106
CDV,-1.8311192672469792,20.83125723606256
OTH,28.173147260395577,66.77745814611778
PPG,18.708333333333332,112.11424320246323
YAK,-3.99641214651489,21.320550511252275
GFK,2.645801301005322,16.848169201639656
BGM,3.7835903528411277,28.86300674750032
BGR,5.503214285714286,38.39593175021509
ITH,9.0,9.668582892403222
ACK,3.764429312581063,22.883836915087883
MVY,-1.7758620689655173,26.199097718336667
WYS,0.8846153846153846,7.655379497484652
AKN,-1.6363636363636365,27.881077804375895
DLG,-9.0,13.65479357225116
GST,13.416988416988417,109.45130272857105
HYA,-7.3125,52.35372904306097
